booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,amount,discount,date_of_booking
2243,188854,Stayed,2017-03-12,2017-03-13,1,315,3272,692,2017-03-09
2244,121464,Cancelled,2017-03-12,2017-03-13,1,315,3272,692,2017-03-09
2245,101173,Stayed,2017-03-06,2017-03-11,1,315,14931,3158,2017-03-04
2246,121464,Cancelled,2017-03-11,2017-03-12,1,315,3189,674,2017-03-09
2247,66504,Stayed,2017-04-01,2017-04-03,3,309,14422,3051,2017-03-31
2248,21651,Stayed,2017-03-15,2017-03-18,1,309,7145,1572,2017-03-14
2249,64580,Cancelled,2017-03-06,2017-03-20,3,309,119629,26319,2017-03-06
2250,106125,Cancelled,2017-03-11,2017-03-12,1,48,2924,743,2017-03-11
2251,67743,Cancelled,2017-03-07,2017-03-08,1,48,2794,710,2017-03-06
2252,137899,Stayed,2017-03-21,2017-03-22,1,557,2209,468,2017-03-21
2253,154070,Cancelled,2017-03-21,2017-03-22,1,557,2469,523,2017-03-21
2254,156506,Stayed,2017-03-16,2017-03-17,1,557,2144,472,2017-03-16
2255,111771,Cancelled,2017-03-15,2017-03-16,1,557,2469,627,2017-03-15
2256,31316,No Show,2017-03-12,2017-03-13,1,557,2469,523,2017-03-12
2257,146507,Cancelled,2017-03-10,2017-03-11,1,557,2924,644,2017-03-10
2258,11989,No Show,2017-03-06,2017-03-07,1,557,2924,644,2017-03-06
2259,183359,Stayed,2017-03-05,2017-03-07,1,132,6757,1430,2017-03-01
2260,91936,Cancelled,2017-03-03,2017-03-04,1,132,4354,921,2017-03-03
2261,145651,Stayed,2017-03-30,2017-03-31,1,883,3588,759,2017-03-29
2262,4377,Stayed,2017-03-28,2017-03-29,1,883,3588,911,2017-03-28
2263,122970,Stayed,2017-03-21,2017-03-24,1,883,9360,1980,2017-03-21
2264,18586,Stayed,2017-03-12,2017-03-14,1,883,7176,1518,2017-03-12
2265,17715,Stayed,2017-03-03,2017-03-04,1,883,3120,792,2017-03-03
2266,2263,Stayed,2017-03-01,2017-03-02,1,883,3120,686,2017-03-01
2267,99465,Stayed,2017-04-09,2017-04-13,1,473,10135,2230,2017-03-28
2268,59211,Stayed,2017-03-21,2017-03-22,1,473,2209,561,2017-03-20
2269,122970,No Show,2017-03-16,2017-03-17,1,473,2014,426,2017-03-16
2270,33978,Stayed,2017-03-13,2017-03-17,1,473,8705,1841,2017-03-10
2271,19221,Stayed,2017-03-16,2017-03-17,1,473,2209,486,2017-03-16
2272,728,Cancelled,2017-03-10,2017-03-11,2,473,4677,990,2017-03-08
2273,10067,Cancelled,2017-03-09,2017-03-10,1,473,2144,453,2017-03-07
2274,145519,Cancelled,2017-03-04,2017-03-05,2,473,4937,1045,2017-03-03
2275,76847,Stayed,2017-03-02,2017-03-04,1,473,4157,880,2017-03-01
2276,40129,Stayed,2017-03-03,2017-03-04,1,473,1949,495,2017-03-03
2277,8605,Cancelled,2017-03-04,2017-03-05,1,170,2339,495,2017-03-04
2278,2861,Cancelled,2017-03-25,2017-03-26,1,73,4484,948,2017-03-25
2279,62527,Stayed,2017-03-15,2017-03-16,1,73,2989,633,2017-03-06
2280,107041,Cancelled,2017-03-16,2017-03-17,1,73,2664,563,2017-03-06
2281,198621,Cancelled,2017-03-18,2017-03-19,1,422,4614,976,2017-03-18
2282,186697,Stayed,2017-03-20,2017-03-24,1,229,15595,3299,2017-03-19
2283,186697,No Show,2017-03-17,2017-03-20,1,229,11501,2433,2017-03-16
2284,198949,Stayed,2017-03-08,2017-03-09,1,229,4159,880,2017-03-08
2285,193867,Cancelled,2017-03-07,2017-03-08,1,229,4159,880,2017-03-07
2286,158427,Stayed,2017-04-02,2017-04-07,1,427,22809,5018,2017-03-22
2287,158427,Stayed,2017-04-03,2017-04-07,1,427,18195,4003,2017-03-22
2288,158427,Stayed,2017-04-02,2017-04-05,1,427,13841,3045,2017-03-22
2289,158427,Stayed,2017-04-03,2017-04-05,1,427,9097,2001,2017-03-29
2290,158427,Stayed,2017-04-02,2017-04-05,1,427,13322,3381,2017-03-29
2291,158427,Stayed,2017-04-03,2017-04-04,1,427,4614,1015,2017-03-22
2292,158427,Cancelled,2017-04-02,2017-04-03,2,427,8447,2144,2017-03-29
2293,106125,Cancelled,2017-03-21,2017-03-22,1,89,3120,792,2017-03-21
2294,142836,Cancelled,2017-03-23,2017-03-24,1,99,6174,1568,2017-03-23
2295,43107,Stayed,2017-03-11,2017-03-12,1,99,4419,935,2017-03-11
2296,55188,Stayed,2017-04-01,2017-04-02,1,357,3769,829,2017-03-31
2297,189377,Stayed,2017-04-01,2017-04-02,1,357,4549,963,2017-03-27
2298,195863,Cancelled,2017-04-01,2017-04-02,1,357,3769,798,2017-03-31
2299,139526,Stayed,2017-03-16,2017-03-17,1,357,3444,728,2017-03-16
2300,189288,Stayed,2017-03-13,2017-03-14,1,357,3249,688,2017-03-13
2301,189288,Stayed,2017-03-11,2017-03-13,1,357,7537,1595,2017-03-11
2302,168493,Cancelled,2017-03-10,2017-03-11,1,357,4549,963,2017-03-10
2303,10444,Stayed,2017-03-08,2017-03-09,1,357,3184,673,2017-03-08
2304,57736,Cancelled,2017-03-10,2017-03-11,1,357,5264,1594,2017-03-08
2305,57736,Cancelled,2017-03-09,2017-03-10,1,357,3964,1154,2017-03-08
2306,189223,Cancelled,2017-03-08,2017-03-09,1,357,3964,1007,2017-03-08
2307,54842,Cancelled,2017-03-23,2017-03-27,1,817,22417,5768,2017-03-23
2308,54842,Stayed,2017-03-23,2017-03-27,1,817,21897,5558,2017-03-23
2309,121464,Cancelled,2017-04-16,2017-04-17,1,301,3054,646,2017-03-17
2310,13982,Cancelled,2017-03-30,2017-03-31,1,301,2664,677,2017-03-26
2311,57210,Cancelled,2017-03-23,2017-03-24,1,301,3314,729,2017-03-22
2312,134413,Cancelled,2017-03-21,2017-03-22,1,301,3444,728,2017-03-19
2313,134413,Cancelled,2017-03-23,2017-03-24,1,301,2924,618,2017-03-15
2314,121464,Cancelled,2017-03-13,2017-03-14,1,301,3249,688,2017-03-09
2315,62390,Cancelled,2017-03-16,2017-03-17,1,301,2924,618,2017-03-10
2316,170106,Cancelled,2017-03-20,2017-03-21,1,301,2924,618,2017-03-08
2317,92557,Stayed,2017-03-07,2017-03-08,1,301,2924,644,2017-03-07
2318,171359,Stayed,2017-03-24,2017-03-25,1,301,3379,715,2017-03-24
2319,124286,Cancelled,2017-03-04,2017-03-05,1,301,3184,701,2017-03-04
2320,12354,Stayed,2017-03-03,2017-03-04,1,301,3184,673,2017-03-03
2321,95107,Cancelled,2017-03-05,2017-03-06,1,301,2664,677,2017-03-05
2322,145095,No Show,2017-03-15,2017-03-17,1,314,3812,0,2017-03-15
2323,134416,Stayed,2017-03-10,2017-03-11,1,314,1964,416,2017-03-09
2324,134416,Stayed,2017-03-09,2017-03-10,1,314,1906,404,2017-03-07
2325,73065,Stayed,2017-03-02,2017-03-03,1,314,2209,468,2017-03-01
2326,92056,No Show,2017-03-15,2017-03-16,1,314,1906,419,2017-03-15
2327,28245,Cancelled,2017-05-23,2017-05-25,2,296,14555,3202,2017-03-25
2328,139495,Stayed,2017-04-16,2017-04-18,1,421,5598,1232,2017-03-30
2329,139495,Cancelled,2017-04-16,2017-04-18,1,421,5598,1185,2017-03-31
2330,23899,Stayed,2017-03-20,2017-03-21,1,331,2274,481,2017-03-20
2331,63032,Stayed,2017-03-12,2017-03-13,2,331,5067,1114,2017-03-12
2332,96030,Cancelled,2017-03-23,2017-03-24,1,308,2599,550,2017-03-13
2333,189468,Stayed,2017-03-27,2017-03-29,1,93,4742,1003,2017-03-21
2334,62582,Cancelled,2017-03-10,2017-03-12,1,93,4937,1253,2017-03-03
2335,35093,Cancelled,2017-03-09,2017-03-12,1,93,7344,1616,2017-03-07
2336,2827,Stayed,2017-03-26,2017-03-28,1,286,5197,1100,2017-03-07
2337,91545,Cancelled,2017-03-21,2017-03-24,1,286,7796,1649,2017-03-01
2338,168493,Cancelled,2017-03-09,2017-03-10,1,683,5199,1100,2017-03-09
2339,92416,Stayed,2017-03-04,2017-03-05,1,683,4224,893,2017-03-04
2340,136094,Cancelled,2017-03-27,2017-03-28,1,716,3509,772,2017-03-26
2341,182418,Cancelled,2017-03-22,2017-03-23,1,135,2274,481,2017-03-19
2342,67743,Cancelled,2017-03-04,2017-03-05,1,135,2729,578,2017-03-03
2343,14942,Cancelled,2017-04-03,2017-04-07,1,135,10395,2199,2017-03-22
2344,27905,Stayed,2017-03-02,2017-03-03,1,146,3986,844,2017-03-01
2345,16238,Stayed,2017-03-13,2017-03-14,2,398,5197,1100,2017-03-13
2346,163907,Cancelled,2017-03-14,2017-03-15,1,398,4419,935,2017-03-06
2347,51009,Stayed,2017-04-03,2017-04-05,1,25,5837,1235,2017-03-28
2348,115430,Stayed,2017-03-27,2017-03-28,1,25,2891,612,2017-03-27
2349,51367,Stayed,2017-03-23,2017-03-24,1,25,2802,712,2017-03-23
2350,12377,Stayed,2017-03-16,2017-03-18,1,25,6042,1278,2017-03-13
2351,1775,Stayed,2017-03-20,2017-03-21,1,25,2790,591,2017-03-20
2352,147059,Cancelled,2017-03-28,2017-03-29,1,49,2404,529,2017-03-28
2353,133863,Stayed,2017-03-17,2017-03-18,1,415,4159,880,2017-03-17
2354,133863,No Show,2017-03-17,2017-03-18,1,394,4549,963,2017-03-17
2355,99420,Stayed,2017-03-30,2017-03-31,1,366,1794,380,2017-03-30
2356,46975,Stayed,2017-03-29,2017-03-30,1,366,2106,446,2017-03-29
2357,63511,Stayed,2017-03-26,2017-03-27,1,366,1912,405,2017-03-26
2358,125282,Stayed,2017-03-17,2017-03-18,1,366,1743,369,2017-03-17
2359,15447,Stayed,2017-03-02,2017-03-03,1,366,2092,460,2017-03-02
2360,15447,Stayed,2017-03-01,2017-03-02,2,366,4077,897,2017-03-01
2361,129675,Cancelled,2017-03-14,2017-03-15,1,91,2404,508,2017-03-09
2362,129595,Cancelled,2017-04-01,2017-04-05,1,370,8934,1890,2017-03-28
2363,129595,Cancelled,2017-04-01,2017-04-05,1,370,9168,1939,2017-03-13
2364,129595,Cancelled,2017-04-01,2017-04-03,1,370,4321,914,2017-03-19
2365,177699,Cancelled,2017-03-20,2017-03-21,1,370,2081,528,2017-03-18
2366,21954,Cancelled,2017-03-18,2017-03-19,1,370,1993,506,2017-03-18
2367,139495,Cancelled,2017-03-17,2017-03-19,1,370,5379,1184,2017-03-12
2368,33558,Stayed,2017-03-31,2017-04-01,1,960,1560,343,2017-03-30
2369,129595,Cancelled,2017-04-01,2017-04-05,1,960,8528,1804,2017-03-28
2370,111950,Cancelled,2017-03-24,2017-03-25,1,960,2197,465,2017-03-23
2371,27492,Cancelled,2017-03-21,2017-03-22,1,960,1794,395,2017-03-20
2372,12485,Stayed,2017-03-07,2017-03-08,2,348,4677,990,2017-03-07
2373,103992,Stayed,2017-03-28,2017-03-29,1,579,1819,462,2017-03-26
2374,94128,Stayed,2017-03-09,2017-03-10,1,579,1819,385,2017-03-07
2375,60375,Stayed,2017-03-08,2017-03-09,1,380,2469,523,2017-03-08
2376,113593,Cancelled,2017-03-19,2017-03-20,1,130,1819,385,2017-03-19
2377,96349,Stayed,2017-03-19,2017-03-20,1,130,1559,330,2017-03-15
2378,129675,Stayed,2017-03-30,2017-04-01,1,187,8252,1746,2017-03-27
2379,27492,No Show,2017-03-23,2017-03-24,1,187,3119,660,2017-03-23
2380,6963,Cancelled,2017-03-22,2017-03-23,1,187,3509,891,2017-03-22
2381,142058,Stayed,2017-03-08,2017-03-10,1,187,7017,1543,2017-03-05
2382,107937,Cancelled,2017-03-28,2017-03-29,1,298,2404,611,2017-03-27
2383,44138,Cancelled,2017-03-19,2017-03-20,1,391,2209,561,2017-03-19
2384,76528,Cancelled,2017-03-14,2017-03-15,1,270,2794,710,2017-03-14
2385,55529,Stayed,2017-03-09,2017-03-12,1,270,11630,2461,2017-03-09
2386,42484,Stayed,2017-03-23,2017-03-24,1,62,1949,429,2017-03-23
2387,13091,Stayed,2017-03-10,2017-03-11,1,62,1559,330,2017-03-10
2388,59358,Cancelled,2017-03-08,2017-03-09,1,62,1949,429,2017-03-08
2389,32718,No Show,2017-03-05,2017-03-06,1,62,1689,358,2017-03-05
2390,106977,Cancelled,2017-03-04,2017-03-05,1,62,2469,523,2017-03-03
2391,123989,Stayed,2017-03-06,2017-03-07,1,62,2144,472,2017-03-06
2392,161884,Stayed,2017-03-03,2017-03-04,2,551,8707,1843,2017-03-03
2393,161884,Stayed,2017-03-03,2017-03-04,2,551,9422,1993,2017-03-03
2394,63053,Cancelled,2017-03-24,2017-03-31,1,548,21631,4576,2017-03-23
2395,33092,Stayed,2017-03-12,2017-03-13,1,233,2729,578,2017-03-12
2396,162144,Stayed,2017-03-10,2017-03-11,1,233,2924,644,2017-03-10
2397,162144,Stayed,2017-03-04,2017-03-05,1,233,3054,646,2017-03-04
2398,39047,Stayed,2017-03-20,2017-03-21,1,233,3379,715,2017-03-20
2399,73873,Cancelled,2017-03-26,2017-03-29,2,701,19492,4124,2017-03-03
2400,19246,Stayed,2017-03-14,2017-03-25,1,378,45360,11515,2017-03-07
2401,106487,Cancelled,2017-03-04,2017-03-05,1,378,3899,825,2017-03-04
2402,39047,Cancelled,2017-03-20,2017-03-21,1,562,2989,633,2017-03-20
2403,77061,Stayed,2017-04-12,2017-04-13,1,74,2859,605,2017-03-24
2404,22534,Cancelled,2017-03-31,2017-04-02,2,74,8575,1814,2017-03-31
2405,25479,Cancelled,2017-04-01,2017-04-04,1,74,7796,1649,2017-03-30
2406,13846,Cancelled,2017-03-05,2017-03-06,1,74,2729,578,2017-03-04
2407,193175,Stayed,2017-03-01,2017-03-03,1,74,4547,963,2017-03-01
2408,60327,Cancelled,2017-03-27,2017-03-28,1,74,2209,468,2017-03-27
2409,36923,Stayed,2017-03-25,2017-03-26,1,74,3509,743,2017-03-24
2410,172100,Stayed,2017-03-10,2017-03-11,1,116,1819,385,2017-03-06
2411,118827,Stayed,2017-03-05,2017-03-06,1,116,1624,343,2017-03-05
2412,172100,Cancelled,2017-03-15,2017-03-16,1,116,2144,453,2017-03-02
2413,118827,No Show,2017-03-02,2017-03-03,1,116,1884,398,2017-03-02
2414,118827,Cancelled,2017-03-03,2017-03-04,1,116,1754,371,2017-03-02
2415,100935,Stayed,2017-03-05,2017-03-06,1,178,2209,486,2017-03-05
2416,94477,Stayed,2017-03-31,2017-04-01,1,263,1819,385,2017-03-31
2417,160722,Stayed,2017-03-29,2017-03-30,1,263,1494,316,2017-03-29
2418,190208,Cancelled,2017-03-22,2017-03-23,1,21,1884,398,2017-03-22
2419,63907,Stayed,2017-03-04,2017-03-05,1,21,2794,591,2017-03-03
2420,122076,Stayed,2017-03-20,2017-03-21,1,29,1494,316,2017-03-20
2421,163241,Cancelled,2017-03-20,2017-03-21,1,29,2404,508,2017-03-18
2422,179042,No Show,2017-03-15,2017-03-16,1,29,1884,398,2017-03-15
2423,9858,Cancelled,2017-03-14,2017-03-15,1,29,1494,316,2017-03-14
2424,116003,Stayed,2017-03-11,2017-03-12,1,3,2469,523,2017-03-11
2425,11800,Cancelled,2017-03-05,2017-03-06,1,3,1949,413,2017-03-05
2426,9858,Stayed,2017-03-29,2017-04-03,1,33,7209,1525,2017-03-29
2427,39801,Cancelled,2017-04-02,2017-04-03,1,33,1884,398,2017-03-31
2428,19536,Stayed,2017-03-31,2017-04-01,1,33,1786,378,2017-03-30
2429,75155,Stayed,2017-03-28,2017-03-29,1,33,1494,316,2017-03-27
2430,88424,Stayed,2017-03-28,2017-03-29,1,33,1364,288,2017-03-28
2431,70262,Stayed,2017-03-27,2017-03-28,1,33,1169,248,2017-03-27
2432,162890,Cancelled,2017-03-25,2017-03-26,1,33,2469,523,2017-03-22
2433,59752,Stayed,2017-03-24,2017-03-25,1,33,1689,358,2017-03-24
2434,19536,Stayed,2017-03-24,2017-03-25,1,33,2274,481,2017-03-22
2435,29269,Stayed,2017-03-22,2017-03-23,1,33,1364,288,2017-03-22
2436,163241,Stayed,2017-03-22,2017-03-23,1,33,1884,398,2017-03-22
2437,163241,Cancelled,2017-03-22,2017-03-23,1,33,2274,481,2017-03-21
2438,188432,No Show,2017-03-19,2017-03-20,1,33,2274,481,2017-03-18
2439,14601,Cancelled,2017-03-18,2017-03-19,1,33,2274,481,2017-03-17
2440,85376,Stayed,2017-03-16,2017-03-17,1,33,1689,358,2017-03-16
2441,9133,Stayed,2017-03-11,2017-03-12,1,33,2014,426,2017-03-02
2442,139191,No Show,2017-03-11,2017-03-12,1,33,2014,426,2017-03-08
2443,21418,Cancelled,2017-03-11,2017-03-12,1,33,1949,413,2017-03-11
2444,7731,Cancelled,2017-03-11,2017-03-12,1,33,2209,468,2017-03-10
2445,190208,Stayed,2017-03-10,2017-03-11,1,33,1949,413,2017-03-10
2446,162890,Cancelled,2017-03-11,2017-03-12,1,33,2014,426,2017-03-07
2447,5049,Stayed,2017-03-04,2017-03-05,1,33,2014,426,2017-03-04
2448,7731,Stayed,2017-03-03,2017-03-04,1,33,1884,398,2017-03-03
2449,61311,Stayed,2017-03-05,2017-03-06,1,33,1884,398,2017-03-05
2450,88880,Cancelled,2017-03-04,2017-03-05,1,33,2404,508,2017-03-04
2451,188432,Stayed,2017-03-04,2017-03-05,1,33,2014,426,2017-03-03
2452,13951,Stayed,2017-03-03,2017-03-04,1,33,1884,398,2017-03-03
2453,186767,Stayed,2017-03-02,2017-03-03,1,33,1949,413,2017-03-02
2454,51037,Stayed,2017-03-02,2017-03-03,1,33,1429,303,2017-03-01
2455,109230,Cancelled,2017-03-03,2017-03-04,1,33,2014,426,2017-03-01
2456,188432,Cancelled,2017-03-13,2017-03-14,1,33,1949,413,2017-03-12
2457,139383,Stayed,2017-03-10,2017-03-11,1,33,1949,413,2017-03-10
2458,75174,Stayed,2017-03-31,2017-04-01,1,305,1299,275,2017-03-31
2459,10629,Stayed,2017-03-28,2017-03-29,1,305,1039,220,2017-03-28
2460,36923,No Show,2017-03-25,2017-03-26,1,305,2664,563,2017-03-24
2461,155152,Stayed,2017-03-18,2017-03-19,1,305,2274,481,2017-03-18
2462,85376,Stayed,2017-03-18,2017-03-19,1,305,1754,371,2017-03-18
2463,85376,Cancelled,2017-03-18,2017-03-19,1,305,1559,330,2017-03-18
2464,122482,Cancelled,2017-03-30,2017-03-31,1,37,1689,358,2017-03-30
2465,4595,No Show,2017-03-15,2017-03-16,1,37,2209,468,2017-03-04
2466,9634,Cancelled,2017-03-16,2017-03-17,1,37,2209,468,2017-03-14
2467,127299,Stayed,2017-03-12,2017-03-13,1,37,2599,572,2017-03-12
2468,13959,Stayed,2017-03-29,2017-03-30,1,449,2192,464,2017-03-28
2469,108360,Cancelled,2017-03-24,2017-03-25,1,449,2430,514,2017-03-20
2470,104479,Cancelled,2017-03-21,2017-03-22,1,449,2313,490,2017-03-21
2471,8704,Stayed,2017-03-15,2017-03-20,1,449,9744,2061,2017-03-15
2472,149975,Cancelled,2017-03-17,2017-03-18,1,449,2192,464,2017-03-16
2473,36632,Stayed,2017-03-08,2017-03-10,1,449,3812,806,2017-03-07
2474,8704,Stayed,2017-03-06,2017-03-07,1,449,1906,404,2017-03-06
2475,8704,Stayed,2017-03-13,2017-03-15,1,449,3812,806,2017-03-12
2476,8704,Stayed,2017-03-12,2017-03-15,1,449,5717,1210,2017-03-12
2477,8704,Stayed,2017-03-07,2017-03-12,1,449,10329,2185,2017-03-07
2478,2261,Stayed,2017-03-27,2017-03-28,1,13,2014,512,2017-03-25
2479,197733,Stayed,2017-03-26,2017-03-27,1,13,2404,508,2017-03-26
2480,198706,Cancelled,2017-03-25,2017-03-26,1,13,2274,481,2017-03-22
2481,12485,Stayed,2017-03-19,2017-03-20,2,13,3377,715,2017-03-19
2482,3424,Stayed,2017-03-14,2017-03-15,1,13,1819,385,2017-03-14
2483,165031,Stayed,2017-03-10,2017-03-11,1,13,1949,413,2017-03-10
2484,58429,Cancelled,2017-03-09,2017-03-10,1,13,1624,343,2017-03-09
2485,142628,Stayed,2017-03-05,2017-03-06,1,13,1559,330,2017-03-05
2486,197733,Cancelled,2017-03-05,2017-03-06,1,13,1884,398,2017-03-04
2487,165031,Cancelled,2017-03-04,2017-03-05,1,13,2014,426,2017-03-02
2488,10362,Stayed,2017-03-03,2017-03-04,1,13,1754,371,2017-03-03
2489,10362,Stayed,2017-03-02,2017-03-03,1,13,1884,398,2017-03-02
2490,10362,Stayed,2017-03-01,2017-03-02,1,13,1624,343,2017-03-01
2491,41471,Stayed,2017-03-01,2017-03-02,1,13,2339,495,2017-03-01
2492,179789,Stayed,2017-03-31,2017-04-01,1,207,1429,303,2017-03-31
2493,18465,Stayed,2017-03-26,2017-03-27,1,207,2469,523,2017-03-26
2494,69202,Stayed,2017-03-25,2017-03-26,1,207,2534,536,2017-03-25
2495,6006,Cancelled,2017-03-11,2017-03-12,1,207,1884,398,2017-03-10
2496,6268,Stayed,2017-03-10,2017-03-11,1,207,1949,429,2017-03-06
2497,139421,Cancelled,2017-03-08,2017-03-09,1,207,1494,316,2017-03-08
2498,65068,Stayed,2017-03-07,2017-03-08,1,207,1624,343,2017-03-07
2499,7970,Stayed,2017-03-07,2017-03-08,1,207,1624,343,2017-03-07
2500,86258,Stayed,2017-03-05,2017-03-06,1,207,1754,386,2017-03-03
2501,159558,No Show,2017-03-03,2017-03-06,1,207,5585,1229,2017-03-03
2502,5868,Stayed,2017-03-03,2017-03-04,1,207,1819,385,2017-03-01
2503,152174,Cancelled,2017-04-03,2017-04-06,1,629,5195,1099,2017-03-27
2504,29704,Stayed,2017-03-29,2017-03-30,1,629,1754,371,2017-03-29
2505,187982,Stayed,2017-03-27,2017-03-28,1,629,1624,358,2017-03-26
2506,55794,Cancelled,2017-03-27,2017-03-28,1,629,1364,288,2017-03-26
2507,109230,Stayed,2017-03-23,2017-03-24,1,629,1494,316,2017-03-22
2508,87679,Stayed,2017-03-16,2017-03-17,1,629,1559,330,2017-03-15
2509,11665,Cancelled,2017-03-05,2017-03-06,1,629,1884,398,2017-03-04
2510,143053,Stayed,2017-03-04,2017-03-05,1,629,2079,458,2017-03-04
2511,151754,Cancelled,2017-03-11,2017-03-12,2,440,5067,1073,2017-03-11
2512,22963,Cancelled,2017-03-06,2017-03-07,1,440,2339,495,2017-03-05
2513,22963,Stayed,2017-03-01,2017-03-02,1,440,2404,508,2017-03-01
2514,134836,Cancelled,2017-03-11,2017-03-12,1,16,2599,550,2017-03-06
2515,58429,Cancelled,2017-04-19,2017-04-27,1,955,17150,3628,2017-03-19
2516,119112,Cancelled,2017-04-02,2017-04-03,1,955,2053,435,2017-03-30
2517,29269,Stayed,2017-03-29,2017-03-30,1,955,1594,338,2017-03-29
2518,6636,Stayed,2017-03-26,2017-03-27,1,955,1704,361,2017-03-24
2519,2577,Stayed,2017-03-26,2017-03-27,1,955,2101,444,2017-03-25
2520,97561,Cancelled,2017-03-24,2017-03-25,1,955,1661,365,2017-03-24
2521,110256,Stayed,2017-03-23,2017-03-24,1,955,1781,377,2017-03-23
2522,86555,Stayed,2017-03-23,2017-03-24,1,955,1885,399,2017-03-23
2523,153485,Stayed,2017-03-22,2017-03-23,1,955,1749,385,2017-03-20
2524,153485,Cancelled,2017-03-23,2017-03-24,1,955,2049,451,2017-03-20
2525,153758,Stayed,2017-03-21,2017-03-22,1,955,1594,338,2017-03-21
2526,85431,No Show,2017-03-18,2017-03-19,1,955,2171,460,2017-03-13
2527,54699,Cancelled,2017-03-17,2017-03-18,1,955,1715,377,2017-03-16
2528,110256,Stayed,2017-03-13,2017-03-14,1,955,1594,338,2017-03-13
2529,8864,Stayed,2017-03-11,2017-03-12,1,955,1676,354,2017-03-11
2530,3176,Stayed,2017-03-09,2017-03-10,2,955,3188,702,2017-03-09
2531,41627,Stayed,2017-03-08,2017-03-09,1,955,2306,488,2017-03-07
2532,13091,Cancelled,2017-03-07,2017-03-08,1,955,1537,326,2017-03-07
2533,132693,Cancelled,2017-03-21,2017-03-22,1,955,1741,369,2017-03-21
2534,220,Stayed,2017-03-02,2017-03-03,1,955,1949,413,2017-03-02
2535,183580,Cancelled,2017-03-28,2017-03-29,1,515,2014,512,2017-03-28
2536,25162,Cancelled,2017-03-25,2017-03-26,1,515,3509,743,2017-03-24
2537,56905,Stayed,2017-03-21,2017-03-23,1,515,4417,935,2017-03-21
2538,33493,Stayed,2017-03-18,2017-03-19,1,515,2664,563,2017-03-18
2539,23503,Stayed,2017-03-14,2017-03-15,1,515,2469,523,2017-03-13
2540,23503,Cancelled,2017-03-13,2017-03-14,1,515,2274,481,2017-03-13
2541,33493,No Show,2017-03-03,2017-03-04,1,523,2599,550,2017-03-03
2542,25797,Cancelled,2017-03-31,2017-04-01,2,523,4677,1029,2017-03-31
2543,14601,Stayed,2017-03-18,2017-03-19,1,513,2469,523,2017-03-18
2544,56905,Stayed,2017-03-17,2017-03-18,1,513,2274,481,2017-03-17
2545,56905,Stayed,2017-03-16,2017-03-17,1,513,2274,481,2017-03-16
2546,56905,Stayed,2017-03-15,2017-03-16,1,513,2014,426,2017-03-15
2547,147278,Stayed,2017-03-14,2017-03-15,1,513,2469,523,2017-03-11
2548,173979,Stayed,2017-03-31,2017-04-01,1,181,1656,351,2017-03-30
2549,147059,Stayed,2017-03-23,2017-03-24,2,181,3377,715,2017-03-23
2550,140525,Cancelled,2017-03-11,2017-03-12,1,181,1754,386,2017-03-11
2551,173979,Stayed,2017-03-10,2017-03-12,1,181,3377,715,2017-03-06
2552,121788,Cancelled,2017-03-19,2017-03-20,1,399,2664,563,2017-03-18
2553,108360,Cancelled,2017-03-04,2017-03-05,1,399,2404,508,2017-03-01
2554,171784,Stayed,2017-03-11,2017-03-12,1,848,2014,426,2017-03-11
2555,108360,Stayed,2017-03-04,2017-03-05,1,848,2599,550,2017-03-03
2556,57736,Cancelled,2017-04-01,2017-04-05,1,848,11092,2440,2017-03-25
2557,20992,Stayed,2017-03-26,2017-03-27,1,131,2079,440,2017-03-26
2558,123857,Stayed,2017-03-25,2017-03-26,1,131,2794,591,2017-03-25
2559,48070,Stayed,2017-03-14,2017-03-15,1,131,2729,578,2017-03-13
2560,8353,Stayed,2017-04-01,2017-04-02,1,466,1594,338,2017-03-22
2561,8353,Cancelled,2017-04-01,2017-04-02,1,466,1594,338,2017-03-22
2562,195442,Stayed,2017-03-28,2017-03-29,1,466,1495,317,2017-03-28
2563,14876,Stayed,2017-03-21,2017-03-22,2,466,2590,570,2017-03-21
2564,30578,No Show,2017-03-18,2017-03-19,1,466,1868,474,2017-03-18
2565,143053,Cancelled,2017-03-18,2017-03-19,1,466,1868,411,2017-03-18
2566,122529,Stayed,2017-04-04,2017-04-07,1,653,7796,1979,2017-03-22
2567,74860,Cancelled,2017-04-02,2017-04-03,1,653,2404,508,2017-03-29
2568,145744,Stayed,2017-03-31,2017-04-01,1,653,1884,398,2017-03-31
2569,166113,Stayed,2017-03-26,2017-03-27,1,653,1819,385,2017-03-26
2570,145744,Stayed,2017-03-23,2017-03-24,1,653,2339,495,2017-03-22
2571,178405,Stayed,2017-03-22,2017-03-23,1,653,2339,495,2017-03-14
2572,56894,Stayed,2017-03-21,2017-03-22,1,653,2144,453,2017-03-21
2573,191728,Stayed,2017-03-20,2017-03-21,1,653,2339,495,2017-03-20
2574,74860,Stayed,2017-03-14,2017-03-20,1,653,14290,3023,2017-03-09
2575,195924,Cancelled,2017-03-18,2017-03-19,1,653,2794,591,2017-03-17
2576,56894,Stayed,2017-03-15,2017-03-16,1,653,1884,398,2017-03-15
2577,195924,Stayed,2017-03-11,2017-03-12,1,653,2339,495,2017-03-10
2578,145744,Stayed,2017-03-08,2017-03-09,1,653,2209,468,2017-03-07
